193,-86,-86
193,-87,-87
193,-88,-88
193,-89,-89
193,-90,-90
193,-91,-91
193,-92,-92
193,-93,-93
193,-94,-94
193,-95,-95
193,-96,-96
193,-97,-97
193,-98,-98
193,-99,-99
193,-100,-100
193,-101,-101
193,-102,-102
193,-103,-103
193,-104,-104
193,-105,-105
193,-106,-106
193,-107,-107
193,-108,-108
193,-109,-109
193,-110,-110
193,-111,-111
193,-112,-112
193,-113,-113
193,-114,-114
193,-115,-115
193,-116,-116
193,-117,-117
193,-118,-118
193,-119,-119
193,-120,-120
193,-121,-121
193,-122,-122
193,-123,-123
193,-124,-124
193,-125,-125
193,-126,-126
193,-127,-127
193,-128,-128
193,-129,-129
193,-130,-130
193,-131,-131
193,-132,-132
193,-133,-133
193,-134,-134
193,-135,-135
193,-136,-136
192,-86,-86
192,-87,-87
192,-88,-88
192,-89,-89
192,-90,-90
192,-91,-91
192,-92,-92
192,-93,-93
192,-94,-94
192,-95,-95
192,-96,-96
192,-97,-97
192,-98,-98
192,-99,-99
192,-100,-100
192,-101,-101
192,-102,-102
192,-103,-103
192,-104,-104
192,-105,-105
192,-106,-106
192,-107,-107
192,-108,-108
192,-109,-109
192,-110,-110
192,-111,-111
192,-112,-112
192,-113,-113
192,-114,-114
192,-115,-115
192,-116,-116
192,-117,-117
192,-118,-118
192,-119,-119
192,-120,-120
192,-121,-121
192,-122,-122
192,-123,-123
192,-124,-124
192,-125,-125
192,-126,-126
192,-127,-127
192,-128,-128
192,-129,-129
192,-130,-130
192,-131,-131
192,-132,-132
192,-133,-133
192,-134,-134
192,-135,-135
192,-136,-136
191,-86,-86
191,-87,-87
191,-88,-88
191,-89,-89
191,-90,-90
191,-91,-91
191,-92,-92
191,-93,-93
191,-94,-94
191,-95,-95
191,-96,-96
191,-97,-97
191,-98,-98
191,-99,-99
191,-100,-100
191,-101,-101
191,-102,-102
191,-103,-103
191,-104,-104
191,-105,-105
191,-106,-106
191,-107,-107
191,-108,-108
191,-109,-109
